property,Temperature_K,temperature_bin,abs_log_error
HeatCapacity,375.0,>360,0.007221210061617356
HeatCapacity,335.65,320-360,0.001807663883425903
HeatCapacity,306.08,300-320,0.0009384458926140482
HeatCapacity,363.15,>360,0.007314761728164143
HeatCapacity,321.15,320-360,0.010605686136036852
HeatCapacity,323.15,320-360,0.008148268446636742
HeatCapacity,373.0,>360,0.10024739051343001
HeatCapacity,350.12,320-360,0.0010681519858808386
HeatCapacity,293.83,280-300,0.003829488156765315
HeatCapacity,368.07,>360,0.00129504797698754
HeatCapacity,315.65,300-320,0.01151952123035116
HeatCapacity,437.29,>360,0.0003271533380244662
HeatCapacity,308.15,300-320,0.009930530815568162
HeatCapacity,303.1,300-320,0.00682869083141302
HeatCapacity,329.56,320-360,0.06060080549875657
HeatCapacity,383.0,>360,0.017236667658222515
HeatCapacity,304.83,300-320,0.0321136115184224
HeatCapacity,363.0,>360,0.014299915595109347
HeatCapacity,354.29,320-360,0.0012564632053315705
HeatCapacity,335.15,320-360,0.010734114904769498
HeatCapacity,285.0,280-300,0.0038283989968093124
HeatCapacity,283.53,280-300,0.004415921467010087
HeatCapacity,308.44,300-320,0.021724707331030935
HeatCapacity,338.15,320-360,0.005474645965121816
HeatCapacity,298.15,280-300,0.002628820405737642
HeatCapacity,343.76,320-360,0.0018244254644397273
HeatCapacity,520.52,>360,0.0008487359388791305
HeatCapacity,363.2,>360,0.06980803948566106
HeatCapacity,330.0,320-360,0.008724238250543692
HeatCapacity,363.15,>360,0.011558610715696638
HeatCapacity,385.15,>360,0.019176568614541978
HeatCapacity,314.62,300-320,0.005051982485764661
HeatCapacity,352.95,320-360,0.00439312492335997
HeatCapacity,313.66,300-320,0.0003580674848349119
HeatCapacity,261.707,<280,0.004123723020052594
HeatCapacity,320.0,320-360,0.0008064030816834489
HeatCapacity,383.57,>360,0.0015840221187444214
HeatCapacity,351.85,320-360,0.008244024063911226
HeatCapacity,323.62,320-360,0.0009498564708092516
HeatCapacity,330.65,320-360,0.05164200172584987
HeatCapacity,323.0,320-360,0.01510144377574818
HeatCapacity,308.15,300-320,0.01055712847471213
HeatCapacity,343.1,320-360,0.016239997505687498
HeatCapacity,318.15,300-320,0.06965273928231319
HeatCapacity,300.65,300-320,0.005713436672404093
HeatCapacity,312.15,300-320,0.00040947999511775635
HeatCapacity,483.32,>360,0.00025599830075861973
HeatCapacity,331.15,320-360,0.01384540443477622
HeatCapacity,328.2,320-360,0.007717074028318116
HeatCapacity,314.15,300-320,0.014758122639244142
HeatCapacity,342.15,320-360,0.002286392844871088
HeatCapacity,298.0,280-300,0.06013062349417986
HeatCapacity,325.18,320-360,0.007039548024517117
HeatCapacity,329.15,320-360,0.001791451415981804
HeatCapacity,353.15,320-360,0.036774065996407757
HeatCapacity,330.1,320-360,0.0010051422336383453
HeatCapacity,333.2,320-360,0.00547219114596853
HeatCapacity,481.64,>360,0.0012302131123327342
HeatCapacity,309.14,300-320,0.056272955565312976
HeatCapacity,312.15,300-320,0.00037570278374321475
HeatCapacity,369.02,>360,0.0002841958722283877
HeatCapacity,389.05,>360,5.5209750697393645e-05
HeatCapacity,368.15,>360,0.04173572299085304
HeatCapacity,315.15,300-320,0.02738326566303595
HeatCapacity,307.15,300-320,0.0029993467542608343
HeatCapacity,343.15,320-360,0.008248832374554205
HeatCapacity,339.84,320-360,0.00453322100546405
HeatCapacity,368.15,>360,0.04335840037222738
HeatCapacity,294.79,280-300,0.013039600417020125
HeatCapacity,336.2,320-360,0.04116299713810623
HeatCapacity,342.15,320-360,0.0004644842237118141
HeatCapacity,294.15,280-300,0.005207909071651251
HeatCapacity,345.1,320-360,0.05707924324110358
HeatCapacity,353.2,320-360,0.004853321226869767
HeatCapacity,352.131,320-360,0.00012245280893985466
HeatCapacity,314.15,300-320,0.01926947340228935
HeatCapacity,349.15,320-360,0.00020833125301678024
HeatCapacity,232.35,<280,0.006395844049929877
HeatCapacity,298.15,280-300,0.006880755586635701
HeatCapacity,598.15,>360,6.677273199873213e-05
HeatCapacity,446.42,>360,0.00010254042526725016
HeatCapacity,324.5,320-360,0.0013780551026476573
HeatCapacity,313.15,300-320,0.0065274886112458574
HeatCapacity,349.55,320-360,0.000854021424657958
HeatCapacity,312.2,300-320,0.04022979943817173
HeatCapacity,320.0,320-360,0.0008125826331264463
HeatCapacity,239.54,<280,0.009915306515844158
HeatCapacity,333.15,320-360,0.0013819213124834917
HeatCapacity,355.15,320-360,0.0008573214919351813
HeatCapacity,478.98,>360,0.0005712644840478731
HeatCapacity,222.07,<280,0.0008240648280910534
HeatCapacity,316.15,300-320,0.00582636480768528
HeatCapacity,346.15,320-360,0.0008277736443345063
HeatCapacity,321.15,320-360,0.003595267975100569
HeatCapacity,340.15,320-360,0.015333200951695325
HeatCapacity,226.24,<280,0.0003218256402064412
HeatCapacity,285.65,280-300,0.004490880689444587
HeatCapacity,232.43,<280,0.013548909798271502
HeatCapacity,199.29,<280,0.0009750391776215395
HeatCapacity,354.15,320-360,0.00501157338463365
HeatCapacity,419.42,>360,0.00109670271975304
HeatCapacity,348.2,320-360,0.15710868522767907
HeatCapacity,223.1,<280,0.009000676458125412
HeatCapacity,328.15,320-360,0.001759534937733953
HeatCapacity,252.27,<280,0.001945056409168977
HeatCapacity,376.981,>360,0.0006404261169743464
HeatCapacity,513.15,>360,0.0024041921724817783
HeatCapacity,409.4,>360,0.004281600783031081
HeatCapacity,448.62,>360,1.0001997120312467e-05
HeatCapacity,301.1,300-320,0.002954466429297753
HeatCapacity,276.16,<280,0.0018930368020599886
HeatCapacity,294.15,280-300,0.005490234898400281
HeatCapacity,353.15,320-360,0.0034442938184060523
HeatCapacity,346.73,320-360,0.004363636826395734
HeatCapacity,340.11,320-360,0.026494938633037535
HeatCapacity,280.27,280-300,0.0030728135262991785
HeatCapacity,504.71,>360,0.0025015251198912125
HeatCapacity,335.749,320-360,0.003816678682376562
HeatCapacity,341.15,320-360,0.003493239178519403
HeatCapacity,432.29,>360,0.0023640918505698494
HeatCapacity,354.23,320-360,0.004644905175366532
HeatCapacity,328.15,320-360,0.014403352751306109
HeatCapacity,348.15,320-360,0.0048833872394666855
HeatCapacity,360.15,>360,0.008060483357922088
HeatCapacity,476.19,>360,0.0010021720873174544
HeatCapacity,345.9,320-360,0.01949800381107014
HeatCapacity,347.15,320-360,0.006953674676197785
HeatCapacity,283.15,280-300,0.031615237712836475
HeatCapacity,312.15,300-320,0.02670626148390287
HeatCapacity,315.61,300-320,0.0002402973629758165
HeatCapacity,506.25,>360,0.0016122869876982193
HeatCapacity,324.15,320-360,0.008079182563442089
HeatCapacity,343.42,320-360,0.003637203627747887
HeatCapacity,296.2,280-300,0.012636107120880702
HeatCapacity,231.66,<280,0.0006818750301098575
HeatCapacity,200.44,<280,0.004891913685286298
HeatCapacity,253.5,<280,0.0053917188944430094
HeatCapacity,449.03,>360,0.0007057791174913675
HeatCapacity,322.1,320-360,0.030964984986772137
HeatCapacity,374.03,>360,7.346396936380728e-05
HeatCapacity,403.2,>360,0.002078949772926997
HeatCapacity,308.15,300-320,0.0220546851408967
HeatCapacity,234.74,<280,0.0003060406989803255
HeatCapacity,454.88,>360,0.0001711018737236003
HeatCapacity,305.15,300-320,0.0037636757355352657
HeatCapacity,309.28,300-320,0.0007677928416898183
HeatCapacity,383.83,>360,0.0025516274091268443
HeatCapacity,360.0,>360,0.017571508239583977
HeatCapacity,312.62,300-320,0.002057506436804246
HeatCapacity,342.6,320-360,0.0022463591300327934
HeatCapacity,297.15,280-300,0.005019196301182305
HeatCapacity,331.15,320-360,0.05558199931565344
HeatCapacity,338.2,320-360,0.0066218434081255495
HeatCapacity,332.15,320-360,0.008514357757175794
HeatCapacity,290.62,280-300,0.004935754457296326
HeatCapacity,298.928,280-300,0.007698082619439717
HeatCapacity,274.47,<280,0.015347987799619212
HeatCapacity,328.15,320-360,0.0028613919707654034
HeatCapacity,336.15,320-360,0.008458168235021546
HeatCapacity,351.86,320-360,0.0019559684485548345
HeatCapacity,317.46,300-320,0.0007701395116290755
HeatCapacity,301.15,300-320,0.0016722495101539891
HeatCapacity,299.1,280-300,0.002451333944557099
HeatCapacity,242.09,<280,0.0031166110163125538
HeatCapacity,363.0,>360,0.03185370503755802
HeatCapacity,356.31,320-360,0.028042293039544752
HeatCapacity,230.0,<280,0.0014138230898037563
HeatCapacity,343.15,320-360,0.007431643748375016
HeatCapacity,343.15,320-360,0.006779657039849063
HeatCapacity,413.15,>360,0.0030079785840317896
HeatCapacity,342.72,320-360,0.025286667696563292
HeatCapacity,356.69,320-360,0.0011347493620670335
HeatCapacity,463.15,>360,0.013447253688429583
HeatCapacity,343.44,320-360,0.008620776879309844
HeatCapacity,350.0,320-360,0.014337852197562562
HeatCapacity,230.44,<280,0.0023296554935763325
HeatCapacity,306.15,300-320,0.0006055817249954742
HeatCapacity,306.96,300-320,0.02036008441920334
HeatCapacity,275.0,<280,0.014889190351122572
HeatCapacity,321.15,320-360,0.009230212819836048
HeatCapacity,304.2,300-320,0.172779191145497
HeatCapacity,295.9,280-300,0.014393867033486885
HeatCapacity,323.15,320-360,0.006766813092588642
HeatCapacity,420.52,>360,8.52687877914704e-05
HeatCapacity,345.1,320-360,0.02743339534022393
HeatCapacity,260.0,<280,0.0023594780912254976
HeatCapacity,318.15,300-320,0.053313275796781134
HeatCapacity,298.15,280-300,0.036011267593987206
HeatCapacity,439.89,>360,0.0018070672168981616
HeatCapacity,408.18,>360,0.01609609690079239
HeatCapacity,318.15,300-320,0.016055082982023627
HeatCapacity,334.19,320-360,0.0071697408153266196
HeatCapacity,318.15,300-320,0.02685928179049135
HeatCapacity,219.01,<280,0.0017624205199595622
HeatCapacity,409.01,>360,0.003410880007730377
HeatCapacity,298.15,280-300,0.05587050827120876
HeatCapacity,297.15,280-300,0.03187852200717156
HeatCapacity,357.59,320-360,0.00905036014165539
HeatCapacity,301.15,300-320,0.004361654554293715
HeatCapacity,356.2,320-360,0.023327838398964573
HeatCapacity,356.53,320-360,0.009120931310335756
HeatCapacity,294.15,280-300,0.011680565242541796
HeatCapacity,308.15,300-320,0.00526243921842795
HeatCapacity,303.15,300-320,0.006795562807247357
HeatCapacity,336.21,320-360,0.003468503111080601
HeatCapacity,308.1,300-320,0.004030240339972124
HeatCapacity,317.15,300-320,0.00041993363921921656
HeatCapacity,403.15,>360,0.01987057634748801
HeatCapacity,346.15,320-360,0.0037665703265918893
HeatCapacity,196.33,<280,0.0011559226599082706
HeatCapacity,309.15,300-320,0.04168418390646256
HeatCapacity,284.767,280-300,0.003784150506091599
HeatCapacity,295.68,280-300,0.00385333728090842
HeatCapacity,318.89,300-320,0.000334748526293005
HeatCapacity,333.15,320-360,0.017358704196674957
HeatCapacity,350.0,320-360,0.013232292680432245
HeatCapacity,343.0,320-360,0.0021247647621951415
HeatCapacity,273.41,<280,0.0037288708946539018
HeatCapacity,299.15,280-300,0.008606441234904061
HeatCapacity,298.15,280-300,0.01272728360352815
HeatCapacity,299.15,280-300,0.05809404505045368
HeatCapacity,478.57,>360,0.0008111207516261487
HeatCapacity,408.88,>360,0.0035434483171163933
HeatCapacity,302.15,300-320,0.01890793059641016
HeatCapacity,332.15,320-360,0.056012209978340444
HeatCapacity,318.15,300-320,0.0002140985547818275
HeatCapacity,293.15,280-300,0.051070640050932425
HeatCapacity,418.6,>360,0.0017119333006627713
HeatCapacity,369.627,>360,0.00868028026794132
HeatCapacity,235.6,<280,0.007462606729224497
HeatCapacity,240.0,<280,0.0028615774230908997
HeatCapacity,366.57,>360,0.0004386343567608364
HeatCapacity,330.62,320-360,0.0029888067053445155
HeatCapacity,350.1,320-360,0.03169340240050467
HeatCapacity,473.67,>360,0.0024937911689670855
HeatCapacity,460.6,>360,0.0060711005466451695
HeatCapacity,413.15,>360,0.010222866166951228
HeatCapacity,347.64,320-360,0.0019649986022649557
HeatCapacity,319.1,300-320,0.00247582259233603
HeatCapacity,383.15,>360,0.009609397608817183
HeatCapacity,413.15,>360,0.012606680731410691
HeatCapacity,383.1,>360,0.30368623855250654
HeatCapacity,420.92,>360,0.0002798812110622606
HeatCapacity,348.18,320-360,0.006615131380805828
HeatCapacity,476.06,>360,0.001078992430896264
HeatCapacity,278.508,<280,0.01617662728795377
HeatCapacity,300.0,300-320,0.0038208845786309453
HeatCapacity,326.15,320-360,0.02878140404617735
HeatCapacity,313.15,300-320,0.0714059038359025
HeatCapacity,397.95,>360,0.006283768078470864
HeatCapacity,382.27,>360,0.0006757498603544576
HeatCapacity,324.26,320-360,0.0014883101703153656
HeatCapacity,283.15,280-300,0.01145260377398749
HeatCapacity,347.81,320-360,0.01573471308606056
HeatCapacity,337.61,320-360,0.005262939510443765
HeatCapacity,333.0,320-360,0.07063972729774637
HeatCapacity,325.15,320-360,0.005985670766155415
HeatCapacity,300.15,300-320,0.0022906784127423307
HeatCapacity,252.93,<280,0.0019703089875617863
HeatCapacity,343.18,320-360,0.007106747882358988
HeatCapacity,273.37,<280,0.016396497740405636
HeatCapacity,325.33,320-360,0.004067354508240584
HeatCapacity,363.0,>360,0.1090326737771985
HeatCapacity,360.05,>360,0.0007971894226903586
HeatCapacity,342.15,320-360,0.0024691424654514904
HeatCapacity,348.15,320-360,0.00831608900503511
HeatCapacity,308.15,300-320,0.007502578593128639
HeatCapacity,289.36,280-300,0.0040878113026332485
HeatCapacity,311.13,300-320,0.00661856467464883
HeatCapacity,368.15,>360,0.12170322587362836
HeatCapacity,298.15,280-300,0.017158985442118357
HeatCapacity,441.71,>360,0.001411936121227697
HeatCapacity,346.1,320-360,0.026561298326618576
HeatCapacity,331.15,320-360,0.03516857942021279
HeatCapacity,312.15,300-320,0.008941185105157068
HeatCapacity,257.41,<280,0.003219494689122193
HeatCapacity,344.49,320-360,0.013466321200279907
HeatCapacity,463.15,>360,0.004244742515024491
HeatCapacity,299.15,280-300,0.0013938094429120085
HeatCapacity,348.15,320-360,0.019465441403217376
HeatCapacity,312.8,300-320,0.0003104086137533102
HeatCapacity,293.15,280-300,0.014194465605879891
HeatCapacity,318.15,300-320,0.007611817714973768
HeatCapacity,324.15,320-360,0.002737371850222381
HeatCapacity,288.15,280-300,0.010163218220827552
HeatCapacity,339.77,320-360,0.023670194354330043
HeatCapacity,318.16,300-320,0.0033788695490786225
HeatCapacity,330.0,320-360,0.009350421361172145
HeatCapacity,308.2,300-320,0.10637712526674292
HeatCapacity,378.2,>360,0.005691090737697024
HeatCapacity,239.87,<280,0.005619456906842402
HeatCapacity,201.23,<280,0.004415105323182011
HeatCapacity,332.71,320-360,0.0013175299467205193
HeatCapacity,313.15,300-320,0.02322580382009498
HeatCapacity,391.66,>360,0.0035882209136062215
HeatCapacity,394.42,>360,0.0023469409566860833
HeatCapacity,326.15,320-360,0.0027879820288667645
HeatCapacity,263.3,<280,0.009472829412524142
HeatCapacity,363.12,>360,5.819191029754478e-05
HeatCapacity,298.15,280-300,0.003906268777916111
HeatCapacity,286.38,280-300,0.00370892878286444
HeatCapacity,343.15,320-360,0.02416695284697834
HeatCapacity,306.15,300-320,0.013231402020433158
HeatCapacity,333.15,320-360,0.0027927463138928132
HeatCapacity,230.0,<280,0.00041767525535796324
HeatCapacity,294.15,280-300,4.05164820183046e-05
HeatCapacity,288.42,280-300,0.006101584037391028
HeatCapacity,455.72,>360,0.0004982279486087648
HeatCapacity,293.15,280-300,0.004940420038232141
HeatCapacity,359.15,320-360,0.0018572265214471528
HeatCapacity,361.18,>360,0.0005117322220131726
HeatCapacity,230.03,<280,0.011440285393931049
HeatCapacity,355.02,320-360,0.09448340077092254
HeatCapacity,366.34,>360,0.02747147983163778
HeatCapacity,319.1,300-320,0.003178292177135944
HeatCapacity,355.136,320-360,0.055483930317842045
HeatCapacity,353.1,320-360,0.009252091642125038
HeatCapacity,274.59,<280,0.006153579581922308
HeatCapacity,373.2,>360,0.020045275724675626
HeatCapacity,187.36,<280,0.0034699745481017175
HeatCapacity,338.15,320-360,0.16212656243184842
HeatCapacity,396.97,>360,0.006804478083726195
HeatCapacity,286.162,280-300,0.006962347404412483
HeatCapacity,323.0,320-360,0.013729034560315156
HeatCapacity,355.0,320-360,0.004489881504567528
HeatCapacity,265.04,<280,0.09739821777072066
HeatCapacity,357.15,320-360,0.008690958096767787
HeatCapacity,312.15,300-320,0.0014038087243326558
HeatCapacity,403.15,>360,0.04970356632664519
HeatCapacity,491.02,>360,0.0004264182231095148
HeatCapacity,306.15,300-320,0.019339617241079132
HeatCapacity,495.2,>360,0.00261222995433652
HeatCapacity,320.15,320-360,0.02830889373476353
HeatCapacity,303.15,300-320,0.0027657007982329063
HeatCapacity,298.15,280-300,0.0212373382398221
HeatCapacity,415.6,>360,0.0017527863156505674
HeatCapacity,358.25,320-360,0.0003180373171645101
HeatCapacity,354.15,320-360,0.1075206237209203
HeatCapacity,318.0,300-320,0.07234097418462948
HeatCapacity,524.3,>360,0.0011567815824271577
HeatCapacity,330.0,320-360,0.0001201611546504111
HeatCapacity,290.758,280-300,0.011255606194319867
HeatCapacity,368.15,>360,0.02119389623495138
HeatCapacity,309.15,300-320,0.004989672890403085
HeatCapacity,298.15,280-300,0.014892170375277125
HeatCapacity,294.15,280-300,0.0013870346775837206
HeatCapacity,216.63,<280,0.003142342352366434
HeatCapacity,359.39,320-360,0.000659782147567789
HeatCapacity,335.08,320-360,0.00014355707988578104
HeatCapacity,343.15,320-360,0.011645323436845878
HeatCapacity,344.15,320-360,0.00030803625716302463
HeatCapacity,334.15,320-360,0.00297800893024025
SurfaceTension,348.15,320-360,0.20812214451472633
SurfaceTension,323.15,320-360,0.0008383051701024158
SurfaceTension,318.15,300-320,0.022682435720230654
SurfaceTension,303.15,300-320,0.002757451480196238
SurfaceTension,293.15,280-300,0.00024212917415988855
SurfaceTension,328.04,320-360,0.016654210616809717
SurfaceTension,287.3,280-300,0.011192028325074599
SurfaceTension,347.49,320-360,0.010440595616993509
SurfaceTension,302.95,300-320,0.006485206663793264
SurfaceTension,308.18,300-320,0.010540430167284232
SurfaceTension,288.15,280-300,0.009783516476593146
SurfaceTension,310.65,300-320,0.0017174668143780103
SurfaceTension,333.48,320-360,0.021520151135928867
SurfaceTension,352.4,320-360,0.011117464808837685
SurfaceTension,338.15,320-360,0.017413683328838303
SurfaceTension,303.15,300-320,0.014326237183979185
SurfaceTension,298.12,280-300,0.01525947041545983
SurfaceTension,303.14,300-320,0.0029984290777349543
SurfaceTension,318.04,300-320,0.04390694476269141
SurfaceTension,298.15,280-300,0.004465718477126401
SurfaceTension,343.15,320-360,0.017454424092802512
SurfaceTension,313.2,300-320,0.13086062172764024
SurfaceTension,338.24,320-360,0.003247810661693329
SurfaceTension,308.15,300-320,0.0061920489331983575
SurfaceTension,328.0,320-360,0.019757567201415416
SurfaceTension,318.15,300-320,0.004287119814674778
SurfaceTension,308.15,300-320,0.00027517777478003325
SurfaceTension,298.15,280-300,0.14106381009001412
SurfaceTension,360.23,>360,0.005293729326841579
SurfaceTension,327.98,320-360,0.003981254596010064
SurfaceTension,318.36,300-320,0.009526221398282075
SurfaceTension,335.61,320-360,0.07134831990117085
SurfaceTension,343.15,320-360,0.009614479439989942
SurfaceTension,343.8,320-360,0.012162095291966768
SurfaceTension,354.0,320-360,0.04145652733893401
SurfaceTension,353.7,320-360,0.03175980004605172
SurfaceTension,348.66,320-360,0.004964011853662242
SurfaceTension,298.2,280-300,0.01596860985278159
SurfaceTension,323.15,320-360,0.02381561666451404
SurfaceTension,303.15,300-320,0.008098420375568516
SurfaceTension,293.24,280-300,0.007205286214165607
SurfaceTension,296.6,280-300,0.05010552804781998
SurfaceTension,303.15,300-320,0.0012168354057173758
SurfaceTension,328.15,320-360,0.03167540341181141
SurfaceTension,348.11,320-360,0.00826130351780252
SurfaceTension,348.0,320-360,0.08799860704500118
SurfaceTension,344.17,320-360,0.008947726881122442
SurfaceTension,323.2,320-360,0.004202985461939424
SurfaceTension,413.6,>360,0.021834568013246347
SurfaceTension,303.09,300-320,0.01636234525662239
SurfaceTension,331.45,320-360,0.003494934109382619
SurfaceTension,298.15,280-300,0.014686091172120275
SurfaceTension,317.93,300-320,0.00789744739652054
SurfaceTension,318.16,300-320,0.005693599453882925
SurfaceTension,393.0,>360,0.013043284317505677
SurfaceTension,352.81,320-360,0.015358701524986085
SurfaceTension,318.39,300-320,0.011380471274926585
SurfaceTension,293.15,280-300,0.004785350713583991
SurfaceTension,322.69,320-360,0.002230701170325755
SurfaceTension,318.15,300-320,0.015402258077352293
SurfaceTension,313.31,300-320,0.026272807125250708
SurfaceTension,298.15,280-300,0.0026099304850082383
SurfaceTension,331.45,320-360,0.014612442157712291
SurfaceTension,343.21,320-360,0.004414551710080872
SurfaceTension,338.37,320-360,0.02378279027226382
SurfaceTension,303.15,300-320,0.006184508809421452
SurfaceTension,318.15,300-320,0.013919380415937876
SurfaceTension,348.38,320-360,0.0047489900341322056
SurfaceTension,285.65,280-300,0.007714273946082262
SurfaceTension,414.4,>360,0.04000045242237693
SurfaceTension,308.0,300-320,0.031038223337580106
SurfaceTension,312.96,300-320,0.006205365484008407
SurfaceTension,278.33,<280,0.011892570141648129
SurfaceTension,307.96,300-320,0.006544174865742214
SurfaceTension,293.0,280-300,0.01774048744471557
SurfaceTension,331.55,320-360,0.010457231422150493
SurfaceTension,300.1,300-320,0.005159976752850515
SurfaceTension,358.37,320-360,0.01651447977969367
SurfaceTension,288.15,280-300,0.01782851678596309
SurfaceTension,333.15,320-360,0.013697135850013531
SurfaceTension,338.0,320-360,0.0004791281135068104
SurfaceTension,348.34,320-360,0.0018307895131397522
SurfaceTension,298.15,280-300,0.000130282637587964
SurfaceTension,303.15,300-320,0.02211220236228728
SurfaceTension,313.19,300-320,0.0009550846525239187
SurfaceTension,313.2,300-320,0.05656412637777741
SurfaceTension,288.15,280-300,0.03875297508225373
SurfaceTension,343.15,320-360,0.020609000013254608
SurfaceTension,328.15,320-360,0.021147707559995066
SurfaceTension,323.15,320-360,0.004567786414162001
SurfaceTension,343.18,320-360,0.0231699443010851
SurfaceTension,313.15,300-320,0.011087213719497502
SurfaceTension,290.65,280-300,0.006366750565327539
SurfaceTension,295.65,280-300,0.008457220955208733
SurfaceTension,343.15,320-360,0.027056557545492854
SurfaceTension,303.27,300-320,0.007533114119437467
SurfaceTension,298.15,280-300,0.0018626445707732309
SurfaceTension,293.15,280-300,0.019020370838558343
SurfaceTension,338.15,320-360,0.01327357963894027
SurfaceTension,343.15,320-360,0.0160641635150367
SurfaceTension,323.0,320-360,0.008261234585477784
SurfaceTension,310.65,300-320,0.0024301603370298075
SurfaceTension,309.93,300-320,0.1387528629415824
SurfaceTension,303.28,300-320,0.017859063238120143
SurfaceTension,338.71,320-360,0.006433768564628739
SurfaceTension,328.1,320-360,0.0015340190733872383
SurfaceTension,364.76,>360,0.004238728515876922
SurfaceTension,303.15,300-320,0.011317042489721096
SurfaceTension,318.06,300-320,0.0073882993654712514
SurfaceTension,313.0,300-320,0.03527590893210908
SurfaceTension,373.7,>360,0.03741047966616318
SurfaceTension,298.15,280-300,0.006471714252457961
SurfaceTension,324.1,320-360,0.0037660585507168776
SurfaceTension,322.9,320-360,0.005741425807841871
SurfaceTension,318.2,300-320,0.00383448619253679
SurfaceTension,303.17,300-320,0.002760856062951955
SurfaceTension,330.65,320-360,0.006449668397169095
SurfaceTension,304.15,300-320,0.13993265449640635
SurfaceTension,338.15,320-360,0.013926504362639758
SurfaceTension,323.15,320-360,0.004481954434894853
SurfaceTension,308.1,300-320,0.0035672750220396843
SurfaceTension,303.15,300-320,0.08581566923339912
SurfaceTension,333.0,320-360,0.032924924007090794
SurfaceTension,341.91,320-360,0.005089020492217156
SurfaceTension,283.15,280-300,0.0013608605506796323
SurfaceTension,323.15,320-360,0.006586226708714893
SurfaceTension,323.12,320-360,0.008363895043802305
SurfaceTension,328.55,320-360,0.04302404083363687
SurfaceTension,323.15,320-360,0.011875089942462669
SurfaceTension,288.15,280-300,0.017037128790134304
SurfaceTension,292.27,280-300,0.0066274577234777254
SurfaceTension,343.15,320-360,0.009812866594397285
SurfaceTension,318.15,300-320,0.0049170906257987035
SurfaceTension,298.15,280-300,0.015804065415952362
SurfaceTension,328.15,320-360,0.025237273466807597
SurfaceTension,298.15,280-300,0.0002903647324039582
SurfaceTension,333.15,320-360,0.010284073400222749
SurfaceTension,313.27,300-320,0.017016580415678995
SurfaceTension,338.15,320-360,0.01539804239560505
SurfaceTension,343.15,320-360,0.011981101784763304
SurfaceTension,298.33,280-300,0.002021716359978498
SurfaceTension,293.38,280-300,0.0010997417921823072
SurfaceTension,326.4,320-360,0.13875445819841437
SurfaceTension,368.0,>360,0.017861479639058153
SurfaceTension,290.65,280-300,0.0010585314314144334
SurfaceTension,288.47,280-300,0.0074756010540069084
SurfaceTension,337.89,320-360,0.0011260246339843683
SurfaceTension,288.15,280-300,0.005795739514184994
SurfaceTension,298.1,280-300,0.03728407545562673
SurfaceTension,283.27,280-300,0.004122900410770125
SurfaceTension,343.13,320-360,0.003125860831944216
SurfaceTension,328.35,320-360,0.01948263664489369
SurfaceTension,323.15,320-360,0.016940113276102675
SurfaceTension,298.23,280-300,0.006904068471936586
SurfaceTension,348.64,320-360,0.011594065509714202
SurfaceTension,298.06,280-300,0.014639812449256606
SurfaceTension,353.7,320-360,0.016506043085487754
SurfaceTension,313.15,300-320,0.013029074551492936
SurfaceTension,353.14,320-360,0.006914738844096657
SurfaceTension,533.2,>360,0.053061611544864995
SurfaceTension,332.7,320-360,0.026773031527444147
SurfaceTension,306.1,300-320,0.006830387263730309
SurfaceTension,322.22,320-360,0.009825649140244863
SurfaceTension,323.15,320-360,0.007582119258852771
SurfaceTension,298.15,280-300,0.032855390219608704
SurfaceTension,308.15,300-320,0.0009877121168506697
SurfaceTension,298.15,280-300,0.009298550231303437
SurfaceTension,333.2,320-360,0.0038899450260077018
SurfaceTension,342.94,320-360,0.01074806009023943
SurfaceTension,343.34,320-360,0.026480969221381212
SurfaceTension,308.15,300-320,0.09954060480892357
SurfaceTension,298.0,280-300,0.00013639553978439523
SurfaceTension,293.0,280-300,0.27707912876731244
SurfaceTension,353.0,320-360,0.028501700113049644
SurfaceTension,303.15,300-320,0.005130178423674803
SurfaceTension,303.15,300-320,0.000849469180906226
SurfaceTension,333.09,320-360,0.001541578377389552
SurfaceTension,298.15,280-300,0.0076034709312398086
SurfaceTension,313.15,300-320,0.08744950342213809
SurfaceTension,328.15,320-360,0.017619527677369184
SurfaceTension,451.63,>360,0.020095511046575698
SurfaceTension,343.0,320-360,0.024808130614481172
SurfaceTension,318.15,300-320,0.018416604902704137
SurfaceTension,325.65,320-360,0.01120044983195223
SurfaceTension,322.98,320-360,0.014245447024982205
SurfaceTension,328.15,320-360,0.0031114961222842297
SurfaceTension,293.15,280-300,0.008967633980758283
SurfaceTension,303.2,300-320,0.029283119976142302
SurfaceTension,318.19,300-320,0.0007074740952108804
SurfaceTension,338.3,320-360,0.0008063077987161549
SurfaceTension,333.0,320-360,0.10029046527551255
SurfaceTension,343.38,320-360,0.014034370532369334
SurfaceTension,308.15,300-320,0.210205922270831
SurfaceTension,645.35,>360,0.00171912263494578
SurfaceTension,308.06,300-320,0.012931166779261538
SurfaceTension,308.15,300-320,0.001771199610380414
SurfaceTension,299.35,280-300,0.0913426954043075
SurfaceTension,293.34,280-300,0.005078754755634574
SurfaceTension,281.05,280-300,0.002369841773564918
SurfaceTension,288.03,280-300,0.004458896816534441
SurfaceTension,293.15,280-300,0.03345132317040678
SurfaceTension,315.65,300-320,0.007589524593758501
SurfaceTension,328.15,320-360,0.007513385514616999
SurfaceTension,291.15,280-300,0.013846926998550835
SurfaceTension,318.15,300-320,0.00908708565323657
