property,Temperature_K,temperature_bin,abs_log_error
SurfaceTension,333.15,320-360,0.006787808054273814
SurfaceTension,322.89,320-360,0.00494429810478314
SurfaceTension,313.4,300-320,0.003151103642725417
SurfaceTension,338.21,320-360,0.02199800604836266
SurfaceTension,333.15,320-360,0.005055662313835807
SurfaceTension,353.4,320-360,0.03524981892456358
SurfaceTension,323.15,320-360,0.0021550360780366873
SurfaceTension,272.51,<280,0.006127176073397411
SurfaceTension,288.15,280-300,0.002893250857368912
SurfaceTension,298.1,280-300,0.007489490455338199
SurfaceTension,323.3,320-360,0.1556489716293714
SurfaceTension,328.15,320-360,0.003315203013331658
SurfaceTension,303.15,300-320,0.0016208229105281191
SurfaceTension,293.15,280-300,0.003218392353071753
SurfaceTension,303.15,300-320,0.03729915694708996
SurfaceTension,293.15,280-300,0.025662622061338958
SurfaceTension,298.15,280-300,0.0006051051420836728
SurfaceTension,297.0,280-300,0.03489652017692846
SurfaceTension,310.65,300-320,0.008239535809933862
SurfaceTension,323.5,320-360,0.02008312473459961
SurfaceTension,353.15,320-360,0.00688197389079237
SurfaceTension,298.34,280-300,0.00956723132734405
SurfaceTension,313.75,300-320,0.004845251071893042
SurfaceTension,313.15,300-320,0.001986638342897251
SurfaceTension,313.15,300-320,0.013866335717949152
SurfaceTension,337.57,320-360,0.006070940672318059
SurfaceTension,306.15,300-320,0.13835232637582973
SurfaceTension,318.15,300-320,0.006933860179828333
SurfaceTension,287.88,280-300,0.0037121841900189523
SurfaceTension,332.9,320-360,0.0018557330713946385
SurfaceTension,323.25,320-360,0.001988984513647818
SurfaceTension,364.83,>360,0.04221585961447483
SurfaceTension,288.08,280-300,0.008721790489191417
SurfaceTension,433.3,>360,0.03841027359096838
SurfaceTension,323.15,320-360,0.011685666169384934
SurfaceTension,354.56,320-360,0.008241598232340941
SurfaceTension,283.1,280-300,0.008537042665177186
SurfaceTension,343.15,320-360,0.04135240268120777
SurfaceTension,328.15,320-360,0.003223661756256213
SurfaceTension,332.879,320-360,0.03153806268304438
SurfaceTension,353.3,320-360,0.03448631474603303
SurfaceTension,309.75,300-320,0.0020206247078009554
SurfaceTension,332.98,320-360,0.014311376546430221
SurfaceTension,308.15,300-320,0.015146092810759182
SurfaceTension,343.15,320-360,0.025373709210642748
SurfaceTension,308.21,300-320,0.01974107080237264
SurfaceTension,343.09,320-360,0.006421266845575868
SurfaceTension,343.28,320-360,0.014777957010946086
SurfaceTension,353.37,320-360,0.03471062353118448
SurfaceTension,328.09,320-360,0.001238434190457216
SurfaceTension,293.0,280-300,0.2517055562368826
SurfaceTension,308.15,300-320,0.0006273523766489042
SurfaceTension,343.07,320-360,0.004600792096955075
SurfaceTension,303.15,300-320,0.010256572255870289
SurfaceTension,364.74,>360,0.005479578232220117
SurfaceTension,298.15,280-300,0.0007936232071754645
SurfaceTension,293.51,280-300,0.017804792562477356
SurfaceTension,298.15,280-300,0.010883766554981467
SurfaceTension,308.0,300-320,0.0026722049323950614
SurfaceTension,318.0,300-320,0.008689685589326146
SurfaceTension,303.11,300-320,0.0032353726247982273
SurfaceTension,333.15,320-360,0.005766767403957651
SurfaceTension,337.25,320-360,0.023670490711769077
SurfaceTension,337.8,320-360,0.006334910199869537
SurfaceTension,343.15,320-360,0.10775502445229757
SurfaceTension,303.15,300-320,0.010100629019637264
SurfaceTension,313.15,300-320,0.0016240092823784913
SurfaceTension,347.15,320-360,0.018020471257833126
SurfaceTension,333.15,320-360,0.0023920853476919746
SurfaceTension,298.15,280-300,0.002809159716929077
SurfaceTension,333.32,320-360,0.004759552532160871
SurfaceTension,328.15,320-360,0.0033384886496374833
SurfaceTension,343.15,320-360,0.00178813209760742
SurfaceTension,308.15,300-320,0.015302402318304598
SurfaceTension,353.15,320-360,0.013783961778229603
SurfaceTension,333.15,320-360,0.006126688765912824
SurfaceTension,338.0,320-360,0.007990156912456303
SurfaceTension,333.15,320-360,0.014586159214247107
SurfaceTension,323.52,320-360,0.014388741686834017
SurfaceTension,303.3,300-320,0.005915369065865761
SurfaceTension,325.65,320-360,0.0029471371804494773
SurfaceTension,298.15,280-300,0.008087271495686998
SurfaceTension,358.04,320-360,0.005603867624741632
SurfaceTension,433.7,>360,0.007909254928986975
SurfaceTension,337.76,320-360,0.0009601089539259533
SurfaceTension,351.55,320-360,0.010472572011723802
SurfaceTension,308.2,300-320,0.0010876292823787104
SurfaceTension,283.39,280-300,0.010462754056149048
SurfaceTension,323.15,320-360,0.09015508781400694
SurfaceTension,333.15,320-360,0.013794259136834963
SurfaceTension,343.13,320-360,0.09399861217029049
SurfaceTension,317.86,300-320,0.017946566051679103
SurfaceTension,298.6,280-300,0.021472191294698906
SurfaceTension,278.15,<280,0.010439371612497972
SurfaceTension,268.36,<280,0.003546328420964251
SurfaceTension,318.0,300-320,0.023881885524398072
SurfaceTension,342.538,320-360,0.055931188403314014
SurfaceTension,298.15,280-300,0.011538205087587627
SurfaceTension,298.15,280-300,0.05278305413628237
SurfaceTension,351.55,320-360,0.010037140646102838
SurfaceTension,285.65,280-300,0.029558010534445067
SurfaceTension,343.15,320-360,0.03951219365400105
SurfaceTension,313.15,300-320,0.016421058221855134
SurfaceTension,273.34,<280,0.0061115662987183406
SurfaceTension,323.15,320-360,0.0025807549548049202
SurfaceTension,338.21,320-360,0.000795220809858499
SurfaceTension,303.15,300-320,0.0020376385861737845
SurfaceTension,333.0,320-360,0.03817148288043848
SurfaceTension,303.12,300-320,0.0039014644297310497
SurfaceTension,328.2,320-360,0.00227910286589017
SurfaceTension,338.15,320-360,0.017163055088149193
SurfaceTension,343.15,320-360,0.008776813477706202
SurfaceTension,353.15,320-360,0.013608962954949622
SurfaceTension,288.15,280-300,0.002708827945377301
SurfaceTension,308.15,300-320,0.019314018628523222
SurfaceTension,315.65,300-320,0.002261304972793088
SurfaceTension,293.0,280-300,0.26280366690366375
SurfaceTension,298.0,280-300,0.01259369427166357
SurfaceTension,287.81,280-300,0.011925006774909708
SurfaceTension,303.41,300-320,0.008478327629355853
SurfaceTension,293.15,280-300,0.0026810861657162732
SurfaceTension,343.15,320-360,0.018119437852409437
SurfaceTension,318.0,300-320,0.04591104404042268
SurfaceTension,326.15,320-360,0.007251253970006477
SurfaceTension,333.15,320-360,0.018960240218380164
SurfaceTension,333.15,320-360,0.004259203096003361
SurfaceTension,348.11,320-360,0.01156579022166948
SurfaceTension,308.21,300-320,0.006273093896656423
SurfaceTension,308.15,300-320,0.008056862115550789
SurfaceTension,321.93,320-360,0.07484086938330847
SurfaceTension,302.95,300-320,0.022411173605263457
SurfaceTension,283.22,280-300,0.00040408661900226406
SurfaceTension,298.2,280-300,0.0004989327882634065
SurfaceTension,298.15,280-300,0.013930805547944125
SurfaceTension,323.15,320-360,0.00464629300177144
SurfaceTension,298.21,280-300,0.0033881786093310495
SurfaceTension,331.45,320-360,0.007623830296709322
SurfaceTension,308.15,300-320,0.005957601629734022
SurfaceTension,333.15,320-360,0.0015957069337697583
SurfaceTension,313.15,300-320,4.908925826008215e-05
SurfaceTension,339.9,320-360,0.009169934170325522
SurfaceTension,452.7,>360,0.051369461816408446
SurfaceTension,323.0,320-360,0.10560900703795362
SurfaceTension,338.15,320-360,0.0018985272898452976
SurfaceTension,318.15,300-320,0.0005817199568660669
SurfaceTension,338.0,320-360,0.024121519506955735
SurfaceTension,318.36,300-320,0.12329849739340748
SurfaceTension,343.15,320-360,0.030638919000657516
SurfaceTension,303.06,300-320,0.0074486177560020295
SurfaceTension,338.15,320-360,0.18607669997277965
SurfaceTension,293.15,280-300,0.001137743168648342
SurfaceTension,413.5,>360,0.02906197287833434
SurfaceTension,342.45,320-360,0.01942706378643111
SurfaceTension,318.55,300-320,0.005123628255556678
SurfaceTension,318.15,300-320,0.01005546750095565
SurfaceTension,303.15,300-320,0.021338853812577607
SurfaceTension,332.94,320-360,0.0033956889119273193
SurfaceTension,333.15,320-360,0.005904161477110037
SurfaceTension,280.65,280-300,0.003925834084175683
SurfaceTension,348.0,320-360,0.008915251732250606
SurfaceTension,298.15,280-300,0.019635238890034046
SurfaceTension,347.77,320-360,0.006211008555084607
SurfaceTension,330.65,320-360,0.005913005343481714
SurfaceTension,326.25,320-360,0.01353791001246929
SurfaceTension,453.2,>360,0.03809744114867408
SurfaceTension,328.15,320-360,0.012360604179891155
SurfaceTension,288.15,280-300,0.00850555818118126
SurfaceTension,343.35,320-360,0.0022193863247963463
SurfaceTension,323.15,320-360,0.0001592476980007973
SurfaceTension,293.15,280-300,0.012361778455352468
SurfaceTension,283.15,280-300,0.003799239259237197
SurfaceTension,333.15,320-360,0.038767253712731264
SurfaceTension,293.53,280-300,0.012759232238682916
SurfaceTension,303.15,300-320,0.003046284092906415
SurfaceTension,338.15,320-360,0.004139026052296213
SurfaceTension,328.05,320-360,0.04013760028027047
SurfaceTension,313.1,300-320,0.00566481883011738
SurfaceTension,298.32,280-300,0.008652032057398173
SurfaceTension,325.65,320-360,0.0028354594172790293
SurfaceTension,303.08,300-320,0.006913604643280724
SurfaceTension,338.6,320-360,0.09043692201789133
SurfaceTension,288.15,280-300,0.010567428077643548
SurfaceTension,323.23,320-360,0.0043306306093438
SurfaceTension,283.15,280-300,0.014841613994812874
SurfaceTension,374.2,>360,0.0007893493362649551
SurfaceTension,351.3,320-360,0.0660420092032985
SurfaceTension,303.5,300-320,0.00925919200371439
SurfaceTension,328.15,320-360,0.003530496319762211
SurfaceTension,293.35,280-300,0.005066098156138121
SurfaceTension,310.65,300-320,0.00815462646229026
SurfaceTension,363.0,>360,0.0004262500011753545
SurfaceTension,293.0,280-300,0.07763526844402469
SurfaceTension,303.95,300-320,0.004796265816489065
SurfaceTension,318.07,300-320,0.029126545215306887
SurfaceTension,328.15,320-360,0.00861809197460639
SurfaceTension,313.15,300-320,0.01399520771094842
SurfaceTension,300.1,300-320,0.01358051559696083
SurfaceTension,283.2,280-300,0.0034218145136337696
SurfaceTension,288.15,280-300,0.1345283264257775
SurfaceTension,328.04,320-360,0.002522477017411262
SurfaceTension,293.26,280-300,0.0033807498976825556
SurfaceTension,323.15,320-360,0.0011205776044653781
SurfaceTension,332.74,320-360,0.0035929338308848813
SurfaceTension,354.712,320-360,0.027035787884928553
SurfaceTension,308.32,300-320,0.001907395871991735
SurfaceTension,303.09,300-320,0.014274813896306249
SurfaceTension,338.15,320-360,0.02639977317649045
SurfaceTension,318.15,300-320,0.01473590776275513
SurfaceTension,283.15,280-300,0.011602187958259513
SurfaceTension,343.0,320-360,0.025046599800042646
SurfaceTension,320.15,320-360,0.03868667241896251
SurfaceTension,303.43,300-320,0.016619734625119342
SurfaceTension,308.15,300-320,0.0030390229331143104
SurfaceTension,323.15,320-360,0.005955590915496245
SurfaceTension,293.15,280-300,0.028108565095195992
SurfaceTension,303.15,300-320,0.0011506280548876369
SurfaceTension,333.28,320-360,0.01790424184309858
SurfaceTension,318.08,300-320,0.028080655472868088
SurfaceTension,378.0,>360,0.013984443259625667
SurfaceTension,343.15,320-360,0.09282595692047702
SurfaceTension,323.15,320-360,0.0005613845628698044
SurfaceTension,328.15,320-360,0.014877806507090252
SurfaceTension,308.2,300-320,0.0012799918916983621
SurfaceTension,313.2,300-320,0.007832384547984184
SurfaceTension,333.15,320-360,0.00701326349920528
SurfaceTension,318.4,300-320,0.015768357602671035
SurfaceTension,298.0,280-300,0.008015834233390695
SurfaceTension,303.949,300-320,0.04475545486160337
SurfaceTension,313.15,300-320,0.02448332973666023
SurfaceTension,353.47,320-360,0.010347805366526241
SurfaceTension,293.15,280-300,0.030714959823713084
SurfaceTension,348.16,320-360,0.0046177438538537174
SurfaceTension,303.15,300-320,0.018802184305889202
SurfaceTension,333.78,320-360,0.022650435399026225
SurfaceTension,313.4,300-320,0.04501860631835397
SurfaceTension,319.33,300-320,0.12392828089669505
SurfaceTension,323.15,320-360,0.029467220448729403
SurfaceTension,318.15,300-320,0.04832528328312602
SurfaceTension,343.42,320-360,0.029626352888318053
SurfaceTension,313.0,300-320,0.008584989111937169
SurfaceTension,295.45,280-300,0.0070866181767521574
SurfaceTension,333.15,320-360,0.005584427662483904
SurfaceTension,303.55,300-320,0.02258755782593891
SurfaceTension,392.9,>360,0.02107669278093427
SurfaceTension,295.75,280-300,0.0668174595306339
SurfaceTension,311.05,300-320,0.021815379729168694
SurfaceTension,313.15,300-320,0.006475014148096481
SurfaceTension,303.15,300-320,0.00837326642081715
SurfaceTension,283.15,280-300,0.01181417310191124
SurfaceTension,293.23,280-300,0.0030617141671527293
SurfaceTension,347.25,320-360,0.010884150103033896
SurfaceTension,352.87,320-360,0.0029749664880078797
SurfaceTension,306.81,300-320,0.005741838643112285
SurfaceTension,308.19,300-320,0.014146067136536988
SurfaceTension,312.05,300-320,0.012019373853530801
SurfaceTension,333.15,320-360,0.006563441235045264
SurfaceTension,343.0,320-360,0.0021443026954908184
SurfaceTension,308.15,300-320,0.0040403841492167025
SurfaceTension,328.15,320-360,0.03600052376231577
SurfaceTension,353.15,320-360,0.02039114385826757
SurfaceTension,298.27,280-300,0.012542286785697243
SurfaceTension,313.61,300-320,0.006413596343463723
SurfaceTension,323.15,320-360,0.0488991257768836
SurfaceTension,358.31,320-360,0.007271860518593076
SurfaceTension,313.15,300-320,0.008006519607290041
SurfaceTension,453.2,>360,0.04575976671409565
SurfaceTension,293.15,280-300,0.06750446906359864
SurfaceTension,268.06,<280,0.037714720327216344
SurfaceTension,318.16,300-320,0.01525530744394299
SurfaceTension,354.35,320-360,0.016883848342045038
SurfaceTension,333.27,320-360,0.01836511592111245
SurfaceTension,343.15,320-360,0.0025818005443825065
SurfaceTension,328.15,320-360,0.013419787716662857
SurfaceTension,343.2,320-360,0.014271825123614246
SurfaceTension,288.15,280-300,0.0015515674937920387
SurfaceTension,303.2,300-320,0.014055001448522564
SurfaceTension,298.15,280-300,0.026684020356757987
SurfaceTension,455.0,>360,0.048770972495359555
SurfaceTension,273.9,<280,0.001156640299329048
SurfaceTension,303.15,300-320,0.006044603244734326
SurfaceTension,333.2,320-360,0.06386474445087575
SurfaceTension,333.15,320-360,0.02512980268863929
SurfaceTension,312.848,300-320,0.0456761998878199
SurfaceTension,312.44,300-320,0.01163487936619001
SurfaceTension,333.13,320-360,0.0021899667145111046
SurfaceTension,308.15,300-320,0.0724077505655476
SurfaceTension,343.15,320-360,0.11411258087290976
SurfaceTension,353.0,320-360,0.00034515779248422973
SurfaceTension,432.6,>360,0.021176594381310476
SurfaceTension,323.15,320-360,0.002582621528126605
SurfaceTension,343.0,320-360,0.000277815656668956
SurfaceTension,298.55,280-300,0.013729329071624274
SurfaceTension,328.15,320-360,0.013724013618637176
SurfaceTension,364.61,>360,0.0076182910782804925
SurfaceTension,315.65,300-320,0.00977370351713569
SurfaceTension,333.15,320-360,0.027137749371116016
SurfaceTension,318.26,300-320,0.010449028202979882
SurfaceTension,333.86,320-360,0.007404743959482651
SurfaceTension,323.15,320-360,0.021855388963485822
SurfaceTension,313.07,300-320,0.041669778471224994
SurfaceTension,329.67,320-360,0.11336589243004758
SurfaceTension,333.3,320-360,0.019534754864166448
SurfaceTension,338.21,320-360,0.009341506495422536
SurfaceTension,338.02,320-360,0.019433843281887242
SurfaceTension,300.65,300-320,0.005033940670208459
SurfaceTension,358.07,320-360,0.009774500501791739
SurfaceTension,313.15,300-320,0.025595639529277125
SurfaceTension,308.15,300-320,0.004771921551507408
SurfaceTension,323.15,320-360,0.0015181871915297407
SurfaceTension,307.9,300-320,0.01433367365682825
SurfaceTension,283.23,280-300,0.010005779990867048
SurfaceTension,283.15,280-300,0.032725445424161226
SurfaceTension,493.1,>360,0.05548952652639061
SurfaceTension,328.09,320-360,0.024141366510422646
SurfaceTension,313.593,300-320,0.05318485122990779
SurfaceTension,283.15,280-300,0.03826876881235952
SurfaceTension,368.0,>360,0.020239786438826624
SurfaceTension,349.14,320-360,0.0062354515329849924
SurfaceTension,323.15,320-360,0.01928660171251506
SurfaceTension,318.15,300-320,0.0015479916684650874
SurfaceTension,294.25,280-300,0.020670160803414994
SurfaceTension,303.24,300-320,0.0017634021890691187
SurfaceTension,315.95,300-320,0.012062330481619199
SurfaceTension,338.15,320-360,0.05031458322761928
SurfaceTension,328.3,320-360,0.036922859341801395
SurfaceTension,353.03,320-360,0.023930263440059107
SurfaceTension,303.11,300-320,0.051587779502758835
SurfaceTension,318.15,300-320,0.004299913114191867
SurfaceTension,353.15,320-360,0.040043226974607826
SurfaceTension,348.0,320-360,0.024218150386404513
SurfaceTension,313.13,300-320,0.0037327134603879486
SurfaceTension,337.82,320-360,0.08328707750804742
SurfaceTension,323.13,320-360,0.007143476090456957
SurfaceTension,338.15,320-360,0.008827235342561579
SurfaceTension,318.13,300-320,0.011893207459289012
SurfaceTension,323.0,320-360,0.001837816605422038
SurfaceTension,283.15,280-300,0.007787703446613392
SurfaceTension,333.15,320-360,0.016499873780098984
SurfaceTension,363.75,>360,0.00972264435609782
SurfaceTension,343.15,320-360,0.014335395064807521
SurfaceTension,312.97,300-320,0.0034608557926714134
SurfaceTension,313.3,300-320,0.01470623110699476
SurfaceTension,298.28,280-300,0.007079957958188832
SurfaceTension,293.42,280-300,8.911923425980461e-05
SurfaceTension,318.15,300-320,0.0032024912924044635
SurfaceTension,308.39,300-320,0.0006543133319030225
SurfaceTension,323.59,320-360,0.11599035521000589
SurfaceTension,318.15,300-320,0.00043225659727941235
SurfaceTension,323.34,320-360,0.002960420763541194
SurfaceTension,313.2,300-320,0.054753600616517684
SurfaceTension,333.0,320-360,0.04067838399030199
SurfaceTension,318.15,300-320,0.003895744667532952
