candidate_id,canonical_il_key,nominal_pareto_rank_1,nominal_formal_shortlist,hard_feasible_frequency,pareto_rank_1_frequency,selection_frequency
UPR-0024,KIJWMNYEVKNAGY-UHFFFAOYSA-N||KDCFMDHINPOTEA-UHFFFAOYSA-N,True,True,0.708,0.708,0.706
UPR-0311,HVVRUQBMAZRKPJ-UHFFFAOYSA-N||JOXIMZWYDAKGHI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0312,FCZZZYZIQDHCIW-UHFFFAOYSA-N||DTQVDTLACAAQTR-UHFFFAOYSA-M,False,False,0.004,0.0,0.0
UPR-0313,FCZZZYZIQDHCIW-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0314,FCZZZYZIQDHCIW-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0315,IXGKOODVBRRWQB-UHFFFAOYSA-N||CPELXLSAUQHCOX-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0316,MCTWTZJPVLRJOU-UHFFFAOYSA-O||KZWJWYFPLXRYIL-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0319,HVVRUQBMAZRKPJ-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0320,HVVRUQBMAZRKPJ-UHFFFAOYSA-N||AYFVYJQAPQTCCC-GBXIJSLDSA-M,False,False,0.0,0.0,0.0
UPR-0324,MCTWTZJPVLRJOU-UHFFFAOYSA-O||LJQLCJWAZJINEB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0325,DZLFLBLQUQXARW-UHFFFAOYSA-N||OXDZSRZJFHVGGS-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0326,QCLVFLIIJODTJU-UHFFFAOYSA-N||JZMJDSHXVKJFKW-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0327,IXGKOODVBRRWQB-UHFFFAOYSA-N||JZMJDSHXVKJFKW-UHFFFAOYSA-M,False,False,0.006,0.0,0.0
UPR-0328,SROUAIZIOIOQID-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0329,WWVMHGUBIOZASN-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,False,False,0.01,0.0,0.0
UPR-0330,HJHUXWBTVVFLQI-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0331,DZLFLBLQUQXARW-UHFFFAOYSA-N||NHNBFGGVMKEFGY-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0332,DZLFLBLQUQXARW-UHFFFAOYSA-N||ODGCEQLVLXJUCC-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0333,HJHUXWBTVVFLQI-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0334,DZLFLBLQUQXARW-UHFFFAOYSA-N||JOXIMZWYDAKGHI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0335,DZLFLBLQUQXARW-UHFFFAOYSA-N||DTQVDTLACAAQTR-UHFFFAOYSA-M,False,False,0.004,0.0,0.0
UPR-0336,HJHUXWBTVVFLQI-UHFFFAOYSA-N||LJQLCJWAZJINEB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0338,DZLFLBLQUQXARW-UHFFFAOYSA-N||KZWJWYFPLXRYIL-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0339,DZLFLBLQUQXARW-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0341,HJHUXWBTVVFLQI-UHFFFAOYSA-N||NVIANCROYQGROD-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0342,WWVMHGUBIOZASN-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0344,FCZZZYZIQDHCIW-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0345,BYCVVPOEPZGGGL-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0346,IXGKOODVBRRWQB-UHFFFAOYSA-N||JGTNAGYHADQMCM-UHFFFAOYSA-M,False,False,0.138,0.0,0.0
UPR-0347,IXGKOODVBRRWQB-UHFFFAOYSA-N||ZMZDMBWJUHKJPS-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0348,WWVMHGUBIOZASN-UHFFFAOYSA-N||JOXIMZWYDAKGHI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0349,FCZZZYZIQDHCIW-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0350,IXGKOODVBRRWQB-UHFFFAOYSA-N||JOXIMZWYDAKGHI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0351,IXGKOODVBRRWQB-UHFFFAOYSA-N||KZWJWYFPLXRYIL-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0352,IXGKOODVBRRWQB-UHFFFAOYSA-N||NHNBFGGVMKEFGY-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0353,BYCVVPOEPZGGGL-UHFFFAOYSA-N||NVIANCROYQGROD-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0355,IXGKOODVBRRWQB-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0356,WWVMHGUBIOZASN-UHFFFAOYSA-N||AYFVYJQAPQTCCC-GBXIJSLDSA-M,False,False,0.0,0.0,0.0
UPR-0357,BYCVVPOEPZGGGL-UHFFFAOYSA-N||UKDLHLAPDXIAID-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0358,IXGKOODVBRRWQB-UHFFFAOYSA-N||QAOWNCQODCNURD-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0360,BYCVVPOEPZGGGL-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0361,WWVMHGUBIOZASN-UHFFFAOYSA-N||NHNBFGGVMKEFGY-UHFFFAOYSA-N,False,False,0.018,0.0,0.0
UPR-0362,IXGKOODVBRRWQB-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0363,QUSNBJAOOMFDIB-UHFFFAOYSA-O||KIWBPDUYBMNFTB-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0364,WWVMHGUBIOZASN-UHFFFAOYSA-N||QAOWNCQODCNURD-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0365,HJHUXWBTVVFLQI-UHFFFAOYSA-N||BDAGIHXWWSANSR-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0366,OIDIRWZVUWCCCO-UHFFFAOYSA-N||KZWJWYFPLXRYIL-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0367,PYVOHVLEZJMINC-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0368,IXGKOODVBRRWQB-UHFFFAOYSA-N||BDAGIHXWWSANSR-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0369,OIDIRWZVUWCCCO-UHFFFAOYSA-N||JZMJDSHXVKJFKW-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0370,REACWASHYHDPSQ-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0371,REACWASHYHDPSQ-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,False,False,0.0,0.0,0.0
UPR-0372,SROUAIZIOIOQID-UHFFFAOYSA-N||QTBSBXVTEAMEQO-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0374,BYCVVPOEPZGGGL-UHFFFAOYSA-N||QTBSBXVTEAMEQO-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0375,MXLZUALXSYVAIV-UHFFFAOYSA-N||BDAGIHXWWSANSR-UHFFFAOYSA-M,False,False,0.002,0.0,0.0
UPR-0376,DZLFLBLQUQXARW-UHFFFAOYSA-N||JZMJDSHXVKJFKW-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0377,LDVVBLGHGCHZBJ-UHFFFAOYSA-N||JZMJDSHXVKJFKW-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0378,ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||JZMJDSHXVKJFKW-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0380,IDRFNBZFUVYEJX-UHFFFAOYSA-N||JZMJDSHXVKJFKW-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0381,HJHUXWBTVVFLQI-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0382,BYCVVPOEPZGGGL-UHFFFAOYSA-N||JZMJDSHXVKJFKW-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0383,SROUAIZIOIOQID-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0384,IXGKOODVBRRWQB-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,False,False,0.002,0.0,0.0
UPR-0385,ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||QTBSBXVTEAMEQO-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0387,WWVMHGUBIOZASN-UHFFFAOYSA-N||JZMJDSHXVKJFKW-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0388,OIDIRWZVUWCCCO-UHFFFAOYSA-N||QTBSBXVTEAMEQO-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0389,BJQWBACJIAKDTJ-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,False,False,0.01,0.0,0.0
UPR-0390,IDRFNBZFUVYEJX-UHFFFAOYSA-N||QTBSBXVTEAMEQO-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0391,XUAXVBUVQVRIIQ-UHFFFAOYSA-N||JGTNAGYHADQMCM-UHFFFAOYSA-M,False,False,0.002,0.0,0.0
UPR-0392,MXLZUALXSYVAIV-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0394,XUAXVBUVQVRIIQ-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0395,FCZZZYZIQDHCIW-UHFFFAOYSA-N||JZMJDSHXVKJFKW-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0397,XUAXVBUVQVRIIQ-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0398,XUAXVBUVQVRIIQ-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,False,False,0.002,0.0,0.0
UPR-0399,REACWASHYHDPSQ-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0400,JYARJXBHOOZQQD-UHFFFAOYSA-N||OXDZSRZJFHVGGS-UHFFFAOYSA-N,False,False,0.002,0.0,0.0
UPR-0401,FCZZZYZIQDHCIW-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0402,REACWASHYHDPSQ-UHFFFAOYSA-N||JGTNAGYHADQMCM-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0403,REACWASHYHDPSQ-UHFFFAOYSA-N||BDAGIHXWWSANSR-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0404,JYARJXBHOOZQQD-UHFFFAOYSA-N||ZMZDMBWJUHKJPS-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0405,REACWASHYHDPSQ-UHFFFAOYSA-N||JOXIMZWYDAKGHI-UHFFFAOYSA-M,False,False,0.008,0.0,0.0
UPR-0406,AMKUSFIBHAUBIJ-UHFFFAOYSA-N||KZWJWYFPLXRYIL-UHFFFAOYSA-M,False,False,0.004,0.0,0.0
UPR-0407,FCZZZYZIQDHCIW-UHFFFAOYSA-N||QAOWNCQODCNURD-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0409,REACWASHYHDPSQ-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0410,REACWASHYHDPSQ-UHFFFAOYSA-N||AYFVYJQAPQTCCC-GBXIJSLDSA-M,False,False,0.0,0.0,0.0
UPR-0411,REACWASHYHDPSQ-UHFFFAOYSA-N||QAOWNCQODCNURD-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0412,REACWASHYHDPSQ-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0413,FCZZZYZIQDHCIW-UHFFFAOYSA-N||NHNBFGGVMKEFGY-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0414,FCZZZYZIQDHCIW-UHFFFAOYSA-N||JOXIMZWYDAKGHI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0415,DZLFLBLQUQXARW-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0416,REACWASHYHDPSQ-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0417,REACWASHYHDPSQ-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0418,AMKUSFIBHAUBIJ-UHFFFAOYSA-N||JZMJDSHXVKJFKW-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0420,LDVVBLGHGCHZBJ-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0421,IDRFNBZFUVYEJX-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0422,FCZZZYZIQDHCIW-UHFFFAOYSA-N||AYFVYJQAPQTCCC-GBXIJSLDSA-M,False,False,0.0,0.0,0.0
UPR-0423,HJHUXWBTVVFLQI-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0424,FCZZZYZIQDHCIW-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0425,OIDIRWZVUWCCCO-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0426,AMKUSFIBHAUBIJ-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0427,IXGKOODVBRRWQB-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0428,SROUAIZIOIOQID-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0429,ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0431,REACWASHYHDPSQ-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0432,BYCVVPOEPZGGGL-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0433,JYARJXBHOOZQQD-UHFFFAOYSA-N||VEXZGXHMUGYJMC-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0434,QCLVFLIIJODTJU-UHFFFAOYSA-N||ZMZDMBWJUHKJPS-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0435,QCLVFLIIJODTJU-UHFFFAOYSA-N||OXDZSRZJFHVGGS-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0436,BJQWBACJIAKDTJ-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0437,WXMVWUBWIHZLMQ-UHFFFAOYSA-N||BDAGIHXWWSANSR-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0438,QCLVFLIIJODTJU-UHFFFAOYSA-N||QTBSBXVTEAMEQO-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0439,QCLVFLIIJODTJU-UHFFFAOYSA-N||NHNBFGGVMKEFGY-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0440,BJQWBACJIAKDTJ-UHFFFAOYSA-N||JGTNAGYHADQMCM-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0441,BJQWBACJIAKDTJ-UHFFFAOYSA-N||ODGCEQLVLXJUCC-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0442,BJQWBACJIAKDTJ-UHFFFAOYSA-N||UKDLHLAPDXIAID-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0443,BJQWBACJIAKDTJ-UHFFFAOYSA-N||QAOWNCQODCNURD-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0444,QCLVFLIIJODTJU-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0445,BJQWBACJIAKDTJ-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0446,HOMONHWYLOPSLL-UHFFFAOYSA-N||NHHWJSXMTZIPES-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0447,BJQWBACJIAKDTJ-UHFFFAOYSA-N||JZMJDSHXVKJFKW-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0448,BJQWBACJIAKDTJ-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0449,BJQWBACJIAKDTJ-UHFFFAOYSA-N||DTQVDTLACAAQTR-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0450,BJQWBACJIAKDTJ-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,False,False,0.402,0.0,0.0
UPR-0451,QCLVFLIIJODTJU-UHFFFAOYSA-N||LJQLCJWAZJINEB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0452,QCLVFLIIJODTJU-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0453,QCLVFLIIJODTJU-UHFFFAOYSA-N||JOXIMZWYDAKGHI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0454,BJQWBACJIAKDTJ-UHFFFAOYSA-N||KZWJWYFPLXRYIL-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0455,QCLVFLIIJODTJU-UHFFFAOYSA-N||ITMCEJHCFYSIIV-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0456,HOMONHWYLOPSLL-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0457,BJQWBACJIAKDTJ-UHFFFAOYSA-N||NVIANCROYQGROD-UHFFFAOYSA-N,False,False,0.002,0.0,0.0
UPR-0459,WXMVWUBWIHZLMQ-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0460,WXMVWUBWIHZLMQ-UHFFFAOYSA-N||NVIANCROYQGROD-UHFFFAOYSA-N,False,False,0.012,0.0,0.0
UPR-0464,PYVOHVLEZJMINC-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,False,False,0.0,0.0,0.0
UPR-0465,QUSNBJAOOMFDIB-UHFFFAOYSA-O||QNAYBMKLOCPYGJ-REOHCLBHSA-M,False,False,0.0,0.0,0.0
UPR-0466,JYARJXBHOOZQQD-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0467,DZLFLBLQUQXARW-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,False,False,0.0,0.0,0.0
UPR-0468,ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||CPELXLSAUQHCOX-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0469,BJQWBACJIAKDTJ-UHFFFAOYSA-N||VEXZGXHMUGYJMC-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0470,DZLFLBLQUQXARW-UHFFFAOYSA-N||VEXZGXHMUGYJMC-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0471,QCLVFLIIJODTJU-UHFFFAOYSA-N||CPELXLSAUQHCOX-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0472,QUSNBJAOOMFDIB-UHFFFAOYSA-O||CPELXLSAUQHCOX-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0473,HVVRUQBMAZRKPJ-UHFFFAOYSA-N||VEXZGXHMUGYJMC-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0474,HJHUXWBTVVFLQI-UHFFFAOYSA-N||CPELXLSAUQHCOX-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0475,KIJWMNYEVKNAGY-UHFFFAOYSA-N||CPELXLSAUQHCOX-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0476,SROUAIZIOIOQID-UHFFFAOYSA-N||CPELXLSAUQHCOX-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0477,MXLZUALXSYVAIV-UHFFFAOYSA-N||VEXZGXHMUGYJMC-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0479,LDVVBLGHGCHZBJ-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0480,WVDDUSFOSWWJJH-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,False,False,0.0,0.0,0.0
UPR-0481,QCLVFLIIJODTJU-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,False,False,0.0,0.0,0.0
UPR-0482,IDRFNBZFUVYEJX-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0483,HJHUXWBTVVFLQI-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0484,HVVRUQBMAZRKPJ-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,False,False,0.0,0.0,0.0
UPR-0485,FCZZZYZIQDHCIW-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,False,False,0.0,0.0,0.0
UPR-0486,OIDIRWZVUWCCCO-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0487,AMKUSFIBHAUBIJ-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,False,False,0.0,0.0,0.0
UPR-0488,SROUAIZIOIOQID-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,False,False,0.0,0.0,0.0
UPR-0489,KIJWMNYEVKNAGY-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,False,False,0.0,0.0,0.0
UPR-0490,REACWASHYHDPSQ-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0491,MXLZUALXSYVAIV-UHFFFAOYSA-N||OXDZSRZJFHVGGS-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0492,NJMWOUFKYKNWDW-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0493,WVDDUSFOSWWJJH-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0494,MXLZUALXSYVAIV-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0495,JYARJXBHOOZQQD-UHFFFAOYSA-N||QTBSBXVTEAMEQO-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0496,JYARJXBHOOZQQD-UHFFFAOYSA-N||UKDLHLAPDXIAID-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0497,JYARJXBHOOZQQD-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0498,MXLZUALXSYVAIV-UHFFFAOYSA-N||JOXIMZWYDAKGHI-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0499,XUAXVBUVQVRIIQ-UHFFFAOYSA-N||KZWJWYFPLXRYIL-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0501,XUAXVBUVQVRIIQ-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,False,False,0.002,0.0,0.0
UPR-0502,WWVMHGUBIOZASN-UHFFFAOYSA-N||ITMCEJHCFYSIIV-UHFFFAOYSA-M,False,False,0.012,0.0,0.0
UPR-0503,MXLZUALXSYVAIV-UHFFFAOYSA-N||AYFVYJQAPQTCCC-GBXIJSLDSA-M,False,False,0.0,0.0,0.0
UPR-0504,MXLZUALXSYVAIV-UHFFFAOYSA-N||NHNBFGGVMKEFGY-UHFFFAOYSA-N,False,False,0.01,0.0,0.0
UPR-0505,MXLZUALXSYVAIV-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0506,MXLZUALXSYVAIV-UHFFFAOYSA-N||JGTNAGYHADQMCM-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0508,MXLZUALXSYVAIV-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0509,XUAXVBUVQVRIIQ-UHFFFAOYSA-N||BDAGIHXWWSANSR-UHFFFAOYSA-M,False,False,0.0,0.0,0.0
UPR-0510,MXLZUALXSYVAIV-UHFFFAOYSA-N||KZWJWYFPLXRYIL-UHFFFAOYSA-M,False,False,0.028,0.0,0.0
UPR-0511,MXLZUALXSYVAIV-UHFFFAOYSA-N||NVIANCROYQGROD-UHFFFAOYSA-N,False,False,0.0,0.0,0.0
UPR-0513,MXLZUALXSYVAIV-UHFFFAOYSA-N||DTQVDTLACAAQTR-UHFFFAOYSA-M,False,False,0.976,0.0,0.0
